GB,target_id
GB48956,NM_001190814.1
GB51637,XM_624054.6
GB51636,XM_001120479.4
GB51533,XM_026445050.1
GB51534,XM_623997.6
GB51635,XM_395906.6
GB51535,XM_026446315.1
GB51634,XM_026441378.1
GB51634,XM_026441383.1
GB51536,XM_026441397.1
GB51536,XM_026441391.1
GB51633,XM_001122939.5
GB51537,XM_394155.7
GB51631,XM_006571406.3
GB51630,XM_016915573.2
GB51630,XM_016915560.2
GB51630,XM_006571402.3
GB51630,XM_001119965.5
GB51630,XM_026443730.1
GB51630,XM_006571403.3
GB51630,XM_026443700.1
GB51630,XM_006571400.3
GB51539,XM_623553.4
GB51629,XM_623602.5
GB51540,XM_026446111.1
GB51540,XM_016915335.2
GB51628,XM_026446110.1
GB51628,XM_026446109.1
GB51541,XM_395724.7
GB51627,XM_006571391.3
GB51627,XM_006571390.3
GB51627,XM_623755.6
GB51542,XM_006571389.3
GB51543,XM_623810.5
GB51626,XM_623844.6
GB51544,XM_006571387.3
GB51544,XM_623867.5
GB51544,XM_026441954.1
GB51625,XM_001120529.4
GB51545,XM_026446499.1
GB51545,XM_026446488.1
GB51545,XM_026446500.1
GB51545,XM_026446494.1
GB51545,XM_026446504.1
GB51545,XM_026446501.1
GB51545,XM_026446492.1
GB51545,XM_026446508.1
GB51545,XM_026446514.1
GB51545,XM_026446495.1
GB51545,XM_026446496.1
GB51551,XM_392114.6
GB51624,XM_623976.5
GB51552,XM_006571384.3
GB51623,XM_394153.6
GB51553,XM_006571383.3
GB51553,XM_006571382.3
GB51556,XM_001120969.5
GB51558,XM_003251673.4
GB51558,XM_006571378.3
GB51558,XM_006571377.3
GB51622,XM_006571376.3
GB51622,XM_006571375.3
GB51622,XM_003251682.4
GB51620,XM_394150.7
GB51560,XM_006571374.3
GB51560,XM_001121112.5
GB51561,XM_006571373.3
GB51561,XM_006571371.3
GB51619,XM_016914371.2
GB51619,XM_016914354.2
GB51619,XM_006571369.3
GB51619,XM_006571367.3
GB51619,XM_006571368.3
GB51564,XM_624279.6
GB51617,XM_006571363.3
GB51617,XM_016914405.2
GB51617,XM_016914414.2
GB51617,XM_624297.6
GB51565,XM_026446105.1
GB51565,XM_006571364.3
GB51566,XM_003251693.4
GB51615,XM_026442516.1
GB51615,XM_394146.7
GB51615,XM_006571362.3
GB51615,XM_016914389.2
GB51615,XM_026442509.1
GB51615,XM_006571360.3
GB51570,XM_396187.6
GB51614,XM_624394.5
GB51571,XM_001121501.5
GB51571,XM_006571356.3
GB51613,XM_026446322.1
GB51613,XM_397511.7
GB51573,XM_016913582.2
GB51573,XM_006571345.3
GB51611,XM_006571349.3
GB51611,XM_006571347.3
GB51611,XM_006571350.3
GB51611,XM_006571351.3
GB51611,XM_026443282.1
GB51611,XM_006571348.3
GB51611,XM_006571353.3
GB51611,XM_026443286.1
GB51578,XM_392112.7
GB51608,XM_003251680.3
GB51607,XM_395396.7
GB51607,XM_006571343.3
GB51579,XM_001121733.5
GB51580,XM_006571341.3
GB51580,XM_006571342.3
GB51580,XM_026441318.1
GB51581,XM_026441321.1
GB51582,XM_006571337.3
GB51582,XM_006571338.3
GB51604,XM_001119966.5
GB51583,XM_001120032.5
GB51584,XM_026445234.1
GB51603,XM_006571331.3
GB51603,XM_397510.7
GB51603,XM_006571334.3
GB51603,XM_006571333.3
GB51603,XM_006571332.3
GB51585,XM_003251690.4
GB51602,XM_026444872.1
GB51602,XM_026444872.1
GB51586,XM_006571330.3
GB51587,XM_006571325.2
GB51600,XM_006571326.3
GB51588,XM_006571327.3
GB51588,XM_006571328.3
GB51588,XM_392831.6
GB51588,XM_003251689.4
GB51588,XM_016917916.2
GB51599,XM_392830.7
GB51599,XM_006571324.3
GB51599,XM_026440910.1
GB51589,XM_003251677.4
GB51598,XM_623951.6
GB51590,XM_623977.5
GB51591,XM_006571322.3
GB51591,XM_016917814.2
GB51591,XM_623115.6
GB51591,XM_006571323.3
GB51597,XM_395702.6
GB51596,XM_006571321.3
GB51592,XM_006571320.3
GB53265,XM_026446143.1
GB53265,XM_026446141.1
GB53265,XM_026446142.1
GB55864,XM_001120991.5
GB49259,XM_026442484.1
GB49259,XM_016914207.2
GB49289,XM_016914160.2
GB49289,XM_016914162.2
GB49289,XM_016914156.2
GB49289,XM_006571444.3
GB49289,XM_006571443.3
GB49289,XM_006571441.3
GB49289,XM_006571442.3
GB49289,XM_006571440.3
GB49289,XM_006571449.3
GB49289,XM_026442456.1
GB49289,XM_006571448.3
GB49289,XM_016914182.2
GB49260,XM_016914193.2
GB49260,XM_001120347.5
GB49260,XM_016914195.2
GB49261,XM_003251696.4
GB49261,XM_006571437.3
GB49262,XM_006571436.3
GB49264,XM_623296.6
GB49285,XM_624254.5
GB49284,XM_624280.6
GB11726,XR_003305640.1
GB11726,XM_006571435.3
GB49282,XM_026443772.1
GB49281,NM_001278338.1
GB49280,XM_016910883.2
GB49280,XM_016910887.2
GB49280,XM_016910885.2
GB49280,XM_006571418.3
GB49276,XM_001121473.5
GB49273,XM_016910874.2
GB49273,XM_006571433.3
GB49273,XM_026446071.1
GB49273,XM_026446070.1
GB49268,XM_026446068.1
GB49268,XM_006571417.3
GB49268,XM_026446069.1
GB54905,XM_001119967.5
GB54906,XM_006571607.3
GB54906,XM_001120089.5
GB55020,XM_006571609.3
GB55020,XM_006571608.3
GB55020,XM_394261.7
GB55017,XM_006571610.3
GB54909,XM_006571612.3
GB55016,XM_392183.7
GB55016,XM_006571603.3
GB55015,XM_006571604.3
GB55015,XM_016916647.2
GB55015,XM_394258.7
GB55015,XM_006571606.3
GB55014,XM_392651.6
GB54910,XM_392652.7
GB54910,XM_006571600.3
GB54910,XM_006571599.3
GB54910,XM_006571602.3
GB54910,XM_006571598.3
GB54910,XM_006571601.3
GB54910,XM_016913237.2
GB54910,XM_016913246.2
GB55013,XM_006571594.3
GB55013,XM_016913267.2
GB55013,XM_006571595.3
GB54912,XM_026445730.1
GB54912,XM_026445736.1
GB54912,XM_026445729.1
GB54912,XM_026445738.1
GB54912,XM_026445747.1
GB54912,XM_026445739.1
GB54912,XM_026445741.1
GB54912,XM_026445734.1
GB54914,XM_001120530.5
GB55012,XM_393377.6
GB54916,XM_006571592.3
GB54916,XM_393376.7
GB54916,XM_006571590.3
GB54916,XM_006571589.3
GB54916,XM_006571591.3
GB54916,XM_026441105.1
GB54916,XM_026441102.1
GB54917,XM_006571588.3
GB54917,XM_006571586.3
GB54917,XM_006571587.3
GB54917,XM_006571585.3
GB54917,XM_624800.6
GB55011,XM_003251710.4
GB54918,XM_006571456.3
GB54918,NM_001134934.1
GB54918,XM_006571457.3
GB54919,XM_006571584.3
GB55010,XM_006571583.2
GB55010,XM_393567.6
GB55009,XM_624292.6
GB55008,XM_016911959.2
GB54920,XM_624275.5
GB54920,XM_006571581.3
GB54920,XM_016912000.2
GB54920,XM_006571582.3
GB17622,XM_006571579.3
GB17622,XM_395554.5
GB17622,XM_016911946.2
GB55007,XM_001121032.5
GB55007,XM_006571574.3
GB55007,XM_006571575.3
GB54923,XM_026445957.1
GB54923,XM_026445975.1
GB54923,XM_003251709.4
GB54923,XM_026445990.1
GB54923,XM_026445966.1
GB54923,XM_006571577.3
GB54923,XM_026445980.1
GB54923,XM_026445983.1
GB54923,XM_026445961.1
GB54923,XM_026445985.1
GB54923,XM_026445974.1
GB55006,XM_026445999.1
GB55006,XM_026446002.1
GB55006,XM_026446001.1
GB55005,XM_026446317.1
GB55004,XM_006571459.3
GB55004,XM_026439717.1
GB55004,XM_016910988.2
GB55004,NM_001178047.1
GB55003,XM_006571570.3
GB55003,XM_006571568.3
GB55003,XM_006571567.2
GB55003,XM_006571566.3
GB55003,XM_006571565.3
GB55003,XM_006571571.3
GB54924,XM_006571572.3
GB54927,XM_006571564.3
GB54927,XM_392774.7
GB55002,XM_003251706.4
GB54928,XM_026441778.1
GB54928,XM_026441784.1
GB55001,XM_026441826.1
GB55001,XM_006571560.3
GB55001,XM_006571561.3
GB55001,XM_395349.7
GB54929,XM_026441798.1
GB54929,XM_026441802.1
GB54929,XM_026441796.1
GB55000,XM_006571555.3
GB55000,XM_006571557.3
GB55000,XM_006571556.3
GB55000,XM_006571554.3
GB55000,XM_016915637.2
GB55000,XM_006571558.3
GB55000,XM_001121303.5
GB55000,XM_026441839.1
GB54999,XM_026446319.1
GB54998,XM_026445661.1
GB54998,XM_026445658.1
GB54998,XM_026445680.1
GB54998,XM_026445670.1
GB54998,XM_026445691.1
GB54998,XM_026445682.1
GB54998,XM_026445686.1
GB54998,XM_026445656.1
GB54998,XM_026445657.1
GB54998,XM_026445703.1
GB54998,XM_026445700.1
GB54998,XM_026445694.1
GB54998,XM_026445692.1
GB54998,XM_026445675.1
GB54998,XM_026445697.1
GB54998,XM_026445699.1
GB54998,XM_026445696.1
GB54998,XM_026445695.1
GB54998,XM_016914102.2
GB54998,XM_026445705.1
GB54998,XM_026445662.1
GB54998,XM_026445668.1
GB54998,XM_026445667.1
GB54997,XM_392181.7
GB54996,XM_001121536.5
GB54996,XM_006571535.3
GB54996,XM_006571536.3
GB54932,XM_006571537.3
GB54932,XM_006571541.3
GB54932,XM_006571540.3
GB54932,XM_006571538.3
GB54932,XM_026440850.1
GB54932,XM_006571539.3
GB54935,XM_016916167.2
GB54935,XM_006571530.3
GB54935,XM_006571532.3
GB54935,XM_006571531.3
GB54995,XR_412196.3
GB54995,XR_003305864.1
GB54995,NM_001278335.1
GB54995,XM_006571453.3
GB54937,XM_392175.7
GB54937,XM_016913497.2
GB54994,NM_001278336.1
GB54994,XM_016912244.2
GB54938,XM_006571525.3
GB54993,XM_006571508.3
GB54993,XM_026444253.1
GB54993,XM_026444262.1
GB54992,XM_006571509.3
GB54992,XM_016913574.2
GB54939,XM_006571510.3
GB54939,XM_016913511.2
GB54939,XM_016913516.2
GB54939,XM_016913544.2
GB54939,XM_016913563.2
GB54939,XM_016913519.2
GB54939,XM_026444195.1
GB54939,XM_016913521.2
GB54939,XM_016913530.2
GB54939,XM_016913537.2
GB54939,XM_006571524.3
GB54939,XM_016913539.2
GB54939,XM_016913526.2
GB54939,XM_016913542.2
GB54939,XM_016913553.2
GB54939,XM_016913550.2
GB54990,XR_001706415.2
GB54990,XR_001706417.2
GB54990,XR_003304558.1
GB54990,XR_001706416.2
GB54990,XM_016917786.2
GB54990,XM_016917787.2
GB54940,XM_623238.6
GB54940,XM_006571497.3
GB54940,XM_006571498.3
GB54940,XM_006571499.3
GB54989,XM_003251702.4
GB54941,XM_026446250.1
GB54988,XM_026446255.1
GB54988,XM_026446252.1
GB54988,XM_026446251.1
GB54988,XM_026446253.1
GB54988,XM_026446254.1
GB54987,XM_006571494.3
GB54987,XM_016917687.2
GB54987,XM_016917686.2
GB54987,XM_006571491.3
GB54987,XM_006571492.3
GB54987,XM_006571493.3
GB54986,XM_001122093.5
GB54985,XM_392174.7
GB54984,XM_006571481.3
GB54984,XM_006571482.3
GB54984,XM_006571480.3
GB10565,XM_006571490.3
GB10565,XM_392808.7
GB10565,XM_016916520.2
GB54950,XM_006571479.3
GB54950,XM_006571478.3
GB54981,XM_393012.7
GB54980,XM_026439518.1
GB54951,XM_625036.5
GB54951,XM_006571475.2
GB54979,XM_001120360.5
GB54952,XM_016916454.2
GB54978,XM_016916451.2
GB54978,XM_026443368.1
GB54978,XM_016916450.2
GB54977,XM_001123143.5
GB54976,XM_624746.6
GB54956,XM_624690.6
GB54957,XM_396165.7
GB54957,XM_006571467.3
GB54974,XM_026443914.1
GB54973,XM_623426.6
GB54972,XM_026443225.1
GB54971,XR_412198.2
GB54971,XM_395842.6
GB54971,XM_006571465.2
GB54958,XM_392973.5
GB54959,XR_412197.2
GB54959,XR_003304718.1
GB54959,XM_006571464.2
GB54968,XM_392753.7
GB54960,XM_016916486.2
GB54961,XM_006571462.3
GB54967,XM_026442783.1
GB54967,XM_026442785.1
GB54967,XM_026442781.1
GB54966,XM_016916035.2
GB54966,XM_016916040.2
GB17883,XM_026442794.1
GB53945,XM_026442795.1
GB53945,XM_026442798.1
GB53945,XM_026442799.1
GB53946,XM_623776.6
GB53944,XM_396967.6
GB53948,XM_026446321.1
GB53948,XM_026446331.1
GB53948,XM_026446323.1
GB53943,XM_001119891.5
GB53949,XM_026446316.1
GB53950,XM_006571631.3
GB53951,NM_001012963.1
GB53941,XM_001119904.4
GB53953,XR_412205.3
GB53953,XM_396993.7
GB53953,XM_016915281.2
GB53939,XM_026446159.1
GB53939,XM_393536.6
GB53954,XM_003251721.4
GB53937,XM_006571632.3
GB53955,XM_395017.7
GB53956,XM_003251722.4
GB53936,XM_026443045.1
GB53935,XM_026445202.1
GB53957,XM_006571633.2
GB53934,XM_006571634.3
GB53933,XM_006571635.3
GB53933,XM_395682.7
GB53933,XM_016917898.2
GB53958,XM_624574.6
GB53958,XM_006571638.3
GB53932,XM_006571641.3
GB53932,XM_624446.6
GB53932,XM_006571642.3
GB53959,XM_006571644.3
GB53959,XM_026442523.1
GB53959,XM_006571643.3
GB53959,XM_394253.7
GB53960,XM_392172.7
GB53962,XM_394252.5
GB53963,XM_026442273.1
GB53963,XM_006571647.3
GB53963,XM_006571650.3
GB53963,XM_006571651.3
GB53963,XM_006571655.3
GB53963,XM_006571648.3
GB53963,XM_016915976.2
GB53963,XM_006571653.3
GB53963,XM_006571657.3
GB53963,XM_016915980.2
GB53963,XM_016915986.2
GB53963,XM_026442233.1
GB53963,XM_026442270.1
GB53963,XM_006571659.3
GB53963,XM_006571661.3
GB53963,XM_006571656.3
GB53963,XM_006571649.3
GB53963,XM_006571658.3
GB53963,XM_006571652.3
GB53931,XM_026442277.1
GB53931,XM_026442281.1
GB53930,XM_003251723.4
GB53925,XM_006571667.3
GB53965,XM_006571674.3
GB53965,XM_003251724.4
GB53965,XM_006571673.3
GB53965,XM_006571676.3
GB53920,XM_026442308.1
GB53920,XM_026442303.1
GB53967,XM_016915409.2
GB53967,XM_026442324.1
GB53970,XM_016915393.2
GB53970,XM_006571679.3
GB53970,XM_006571681.3
GB53972,XM_026442935.1
GB53918,XM_396701.6
GB53973,XM_026446219.1
GB53974,XM_006571686.3
GB53916,XM_623634.6
GB53916,XM_006571687.3
GB53975,XM_006571688.3
GB53915,XM_001121333.5
GB53976,XR_003306528.1
GB53976,XM_026446269.1
GB53976,XM_026446268.1
GB53912,NM_001037318.2
GB53912,XM_016911467.2
GB53912,XM_006571623.3
GB53911,XM_003251731.4
GB53910,XR_003305726.1
GB53910,XM_026443919.1
GB53909,XM_026446345.1
GB53979,XM_003251734.4
GB53979,XM_006571698.3
GB53908,XM_006571697.3
GB53908,XM_026446186.1
GB42287,XM_003251743.4
GB42292,XR_003306248.1
GB42292,XR_003306246.1
GB42292,XR_003306247.1
GB42292,XR_003306264.1
GB42292,XR_003306265.1
GB42292,XR_003306261.1
GB42292,XR_003306262.1
GB42292,XR_003306263.1
GB42292,XM_026445773.1
GB42292,XM_026445774.1
GB42292,XM_026445775.1
GB42296,NM_001220487.1
GB42297,NM_001160048.1
GB42298,XM_624120.6
GB42298,XM_006571731.3
GB42339,XM_026446329.1
GB42300,XM_003251746.4
GB42301,XM_006571724.3
GB42301,XM_006571725.3
GB42303,XM_003251744.3
GB42303,XM_016911521.2
GB42304,XM_026443658.1
GB42304,XM_006571728.3
GB42304,XM_006571730.3
GB42304,XM_006571729.3
GB42304,XM_016911515.2
GB42332,XM_026446311.1
GB42330,XM_001120941.5
GB42329,XM_006571716.3
GB42329,XM_003251740.3
GB42329,XM_006571717.3
GB42329,XM_006571719.3
GB42329,XM_006571718.2
GB42329,XM_026446160.1
GB42306,XM_006571702.3
GB42306,NM_001040255.1
GB42326,XM_006571710.3
GB42326,XM_395725.7
GB42326,XM_006571712.3
GB42326,XM_006571711.3
GB47520,XM_006572587.3
GB42324,XM_624559.6
GB42312,XM_026442106.1
GB42312,XM_006571704.3
GB42312,XM_006571706.1
GB42313,XM_026442083.1
GB42313,XM_026442077.1
GB42313,XM_016912869.2
GB42313,XM_016912872.2
GB42313,XM_026442085.1
GB42313,XM_016912866.2
GB42323,XM_026442091.1
GB42323,XM_026442090.1
GB42323,XM_026442095.1
GB42323,XM_026442088.1
GB42323,XM_026442093.1
GB42321,NM_001242435.1
GB42321,XM_006571703.3
GB42317,XM_026439236.1
GB42317,XM_026439239.1
GB42319,XM_392630.6
GB42318,XM_001122830.4
GB43693,XM_624023.5
GB43693,XM_006571857.3
GB43684,XM_026439068.1
GB43684,XM_026439067.1
GB43684,XM_026439069.1
GB43692,XM_624808.5
GB43685,XM_003251771.4
GB43686,XM_003251769.4
GB43686,XM_006571855.3
GB17977,XM_026439139.1
GB17977,XM_026439140.1
GB43691,XM_624291.6
GB43687,XR_003304166.1
GB43687,XM_026439002.1
GB55895,XM_006572198.3
GB55898,XM_016917439.2
GB55898,XM_016917441.2
GB55896,XM_016917438.2
GB41592,XM_026438970.1
GB41592,XM_026438967.1
GB41592,XM_006572017.3
GB41592,XM_026438968.1
GB41592,XM_026438969.1
GB41589,XM_016917342.2
GB41591,XM_003251812.4
GB41590,XM_026446510.1
GB41590,XM_026446511.1
GB41590,XM_006572009.3
GB41590,XM_026446512.1
GB41590,XM_026446513.1
GB46813,XM_026438976.1
GB46814,XM_016917348.2
GB46814,XM_624792.6
GB46814,XM_026446468.1
GB46818,XR_412340.3
GB46818,XM_026446467.1
GB46818,XM_016917347.2
GB46818,XM_016917346.2
GB46818,XM_016917345.2
GB46815,XM_006572028.3
GB46816,XM_026439195.1
GB54625,XM_016910871.2
GB54625,XM_026439194.1
GB54625,XM_006557621.3
GB54625,XM_016910869.2
GB54625,XM_006557625.3
GB54625,XM_006557624.3
GB54625,XM_006557623.3
GB54625,XM_026439192.1
GB54623,XM_026438852.1
GB54623,XM_026438851.1
GB54623,XM_026438853.1
GB54622,XM_026438847.1
GB54622,XM_026438848.1
GB54622,XM_026438849.1
GB54622,XM_026438850.1
GB50699,XM_001120556.5
GB50699,XM_006558102.3
GB50700,XM_006558101.3
GB50705,XM_026439029.1
GB50705,XM_026439030.1
GB50701,XM_395844.7
GB50704,XM_395972.7
GB46320,XM_026439232.1
GB46320,XM_026439230.1
GB46320,XM_026439231.1
GB46320,XM_026439233.1
GB46320,XM_026439234.1
GB46320,XM_026439228.1
GB46320,XM_026439229.1
GB46321,XM_026446394.1
GB46322,XM_624719.6
GB43024,XM_026439057.1
GB48289,XR_003304187.1
GB48289,XR_003304186.1
GB12558,XR_003304170.1
GB12558,XR_003304171.1
GB12558,XR_003304172.1
GB12558,XR_001706183.2
GB12558,XM_006571921.3
GB12558,XM_006571923.3
GB12558,XM_003251788.4
GB12558,XM_016917298.2
GB12558,XM_006571919.3
GB51433,XM_001123223.4
GB51432,XM_026446490.1
GB51432,XM_026446489.1
GB51429,XM_026446491.1
GB51429,XM_026446493.1
GB51428,XM_001123067.5
GB51434,XM_026439110.1
GB51434,XM_026439111.1
GB40320,XM_026439003.1
GB40320,XM_006572131.3
GB40319,XM_006572132.3
GB51440,XM_026446411.1
GB51440,XM_026446407.1
GB51440,XM_026446408.1
GB51440,XM_026446409.1
GB51440,XM_026446410.1
GB51441,XM_003251791.3
GB42398,XM_393287.7
GB55891,XM_392996.7
GB55892,XM_026439037.1
GB55892,XM_026439038.1
GB55893,XM_026446403.1
GB53062,XM_026446404.1
GB52248,XR_003304146.1
GB52248,XR_003304125.1
GB52248,XR_003304123.1
GB52248,XR_003304130.1
GB52248,XR_003304122.1
GB52248,XR_003304124.1
GB52248,XR_003304136.1
GB52248,XR_003304132.1
GB52248,XR_003304129.1
GB52248,XR_003304128.1
GB52248,XR_003304145.1
GB52248,XR_003304133.1
GB52248,XR_003304144.1
GB52248,XR_003304137.1
GB52248,XR_003304131.1
GB52248,XR_003304142.1
GB52248,XR_003304139.1
GB52248,XR_003304135.1
GB52248,XR_003304143.1
GB52248,XR_003304141.1
GB52248,XR_003304140.1
GB52248,XR_003304138.1
GB52248,XR_003304127.1
GB52248,XR_003304134.1
GB52248,XR_003304126.1
GB52248,XM_026438944.1
GB52248,XM_006572123.3
GB52245,XM_026438957.1
GB52245,XM_026438958.1
GB52245,XM_026438955.1
GB52245,XM_026438952.1
GB52245,XM_026438951.1
GB52245,XM_026438956.1
GB52245,XM_026438954.1
GB52245,XM_026438953.1
GB52245,XM_026438950.1
GB52244,NM_001040681.1
GB52247,XM_003251837.4
GB52247,XM_006572122.3
GB52246,XR_412387.3
GB52246,XM_001121363.5
GB45795,XR_003304118.1
GB45795,XM_026438922.1
GB45795,XM_026438928.1
GB45795,XM_026438926.1
GB45795,XM_026438917.1
GB45795,XM_026438929.1
GB45795,XM_026438930.1
GB45795,XM_026438927.1
GB45795,XM_026438924.1
GB45795,XM_026438921.1
GB45795,XM_026438919.1
GB45795,XM_026438916.1
GB45795,XM_026438920.1
GB45795,XM_026438918.1
GB45795,XM_026438925.1
GB45795,XM_026438923.1
GB45795,XM_026438915.1
GB45795,XM_026438931.1
GB41583,XM_026446481.1
GB41583,XM_006572283.3
GB41584,XR_412436.2
GB41584,XR_412437.2
GB41584,XR_120709.4
GB41584,XM_006572282.3
GB52667,XM_026439107.1
GB52667,XM_026439108.1
GB52667,XM_026439109.1
GB52667,XM_026439106.1
GB52666,XM_003251850.4
GB17655,XM_026439031.1
GB17655,XM_026439032.1
GB48699,XM_006557645.3
GB48698,XM_006557649.3
GB48698,XM_006557648.3
GB48697,NM_001142693.1
GB48703,XM_016910999.2
GB48703,NM_001327950.1
GB48694,XM_003249101.4
GB48694,XM_006557655.3
GB48693,XM_392968.5
GB48706,XM_026439070.1
GB48692,XM_395961.7
GB48708,XM_016910952.2
GB48709,XM_026446379.1
GB48709,NM_001242557.1
GB48691,XM_003249103.4
GB48691,XM_026439146.1
GB14243,XM_006557660.3
GB14243,XM_396406.7
GB14243,XM_006557657.3
GB46305,XM_026439061.1
GB46305,XM_026439062.1
GB46305,XM_006558336.3
GB46305,XM_001122519.5
GB46306,XM_001122533.5
GB46307,XM_026446456.1
GB46307,XM_026446457.1
GB46307,XM_026446458.1
GB46307,XM_026446459.1
GB46304,XM_026439151.1
GB46302,XM_026446461.1
GB46300,XM_395197.7
GB46300,XM_016910926.2
GB46300,XM_016910925.2
GB46310,NM_001270827.1
GB46299,NM_001270828.1
GB46311,NM_001270815.1
GB46312,NM_001270814.1
GB46298,XM_006558338.3
GB46298,XM_006558340.2
GB46298,XM_006558339.3
GB46298,XM_006558341.3
GB46297,NM_001270813.1
GB46313,XM_026438913.1
GB46313,XM_026438912.1
GB46314,XM_623646.6
GB43416,XM_026446378.1
GB43416,XM_026446376.1
GB43416,XM_026446377.1
GB43416,XM_006559071.3
GB43416,XM_006559069.3
GB43416,XM_006559070.3
GB43416,NM_001080095.1
GB43487,XM_026439105.1
GB43417,XM_026438936.1
GB43417,XM_026438935.1
GB43486,XM_625163.6
GB43485,XM_003249393.4
GB43418,XM_026439063.1
GB43418,XM_006559139.3
GB43418,XM_006559140.3
GB43418,XM_016911007.2
GB43418,XM_016911008.2
GB43418,XM_006559141.3
GB43483,XM_006559137.3
GB43419,XM_003249399.2
GB43419,XM_006559133.3
GB43481,XM_006559135.3
GB43481,XM_396212.4
GB43481,XM_006559134.3
GB43480,XR_408229.3
GB43480,XM_624379.6
GB43420,XM_395476.5
GB43420,XM_006559132.3
GB43479,XR_001702259.2
GB43479,XM_395475.6
GB43421,XM_395474.6
GB43421,XM_026438942.1
GB43421,XM_006559129.3
GB43478,XM_624484.5
GB43476,XM_026439024.1
GB43476,XM_016910718.2
GB43476,XM_006559124.3
GB43476,XM_006559125.3
GB43471,XM_396724.7
GB43427,XM_396723.7
GB43427,XM_006559122.3
GB43429,XM_006559121.2
GB43470,XM_003249403.4
GB17175,XM_393285.7
GB43434,XM_625255.6
GB43437,XM_396598.7
GB43437,XM_026438934.1
GB43437,XM_026438933.1
GB43437,XM_026438932.1
GB43438,XM_006559112.3
GB43467,XM_395607.7
GB43467,XM_006559115.3
GB43467,XM_006559118.3
GB43467,XM_006559114.3
GB43467,XM_006559113.3
GB43467,XM_006559119.3
GB43467,XM_006559116.3
GB43467,XM_026446413.1
GB43467,XM_006559117.3
GB43439,XM_003249398.4
GB43466,XM_397308.7
GB43465,XM_006559107.3
GB43465,XM_006559109.3
GB43465,XM_006559108.3
GB43465,XM_003249397.4
GB43441,XM_016911005.2
GB43441,XM_396164.7
GB43464,XM_623667.6
GB43463,XM_006559103.3
GB43463,XM_006559104.3
GB43442,XM_006559105.2
GB43443,XM_026446485.1
GB43462,XM_006559089.3
GB43462,XM_026438938.1
GB43462,XM_003249400.4
GB43462,XM_006559093.3
GB43462,XM_006559092.3
GB43462,XM_006559091.3
GB43462,XM_006559090.3
GB43462,XM_026438937.1
GB43462,XM_026438939.1
GB43462,XM_016910715.2
GB43462,XM_016910717.2
GB43462,XM_006559094.3
GB43459,XM_006559098.3
GB43459,XM_006559101.3
GB43459,XM_016910713.2
GB43456,NM_001013361.1
GB43444,XM_006559088.3
GB43455,XM_026438973.1
GB43446,XM_016910735.2
GB43446,XM_016910734.2
GB43446,XM_016910733.2
GB43446,XM_016910736.2
GB43446,XM_026438971.1
GB43448,XM_026446372.1
GB43448,XM_026446374.1
GB43448,XM_026446370.1
GB43448,XM_026446373.1
GB43448,NM_001160405.2
GB43448,XM_026446375.1
GB43448,XM_026446367.1
GB43448,XM_026446368.1
GB43448,XM_026446369.1
GB43448,XM_026446371.1
GB43449,XM_001120520.5
GB43453,XM_006559079.3
GB43453,XM_006559078.3
GB43453,XM_006559077.3
GB43453,XM_006559075.2
GB43453,XM_006559076.2
GB43453,XM_006559081.3
GB43453,XM_006559080.3
GB45908,XM_003249640.4
GB45906,XM_026439152.1
GB45910,XM_001120006.5
GB45912,XM_001120137.4
GB45913,XM_001120194.5
GB45905,XM_026446395.1
GB45905,XM_006560431.3
GB45905,XM_394822.7
GB45905,XM_016910895.2
GB45905,XM_026446396.1
GB11729,XR_408826.3
GB11729,XM_006560722.3
GB11729,XM_006560723.3
GB11729,XM_392251.7
GB11729,XM_006560724.3
GB41569,XM_623404.6
GB41569,XM_006560719.2
GB41553,XM_006560717.3
GB50772,XR_001702239.2
GB50772,XM_003249771.4
GB50772,XM_006561079.3
GB50769,XM_006561081.3
GB50769,XM_006561080.3
GB50769,XM_026446397.1
GB50767,XM_016910979.2
GB50767,XM_003249776.4
GB50767,XM_016910976.2
GB50767,XM_006561084.3
GB50767,XM_016910978.2
GB50767,XM_016910977.2
GB50766,XM_026446437.1
GB50766,XM_006561086.3
GB50766,XM_016910922.2
GB50777,XM_016910921.2
GB50764,XM_394373.5
GB50778,XM_026446438.1
GB50763,XM_394372.7
GB50779,XM_392248.7
GB50780,XM_006561089.3
GB50780,XM_026439023.1
GB50784,XM_392247.7
GB50784,XM_016910732.2
GB50787,XM_026439020.1
GB50787,XM_026439021.1
GB50787,XM_026439018.1
GB50787,XM_026439019.1
GB50761,XM_394370.5
GB50795,XM_026439200.1
GB50795,XM_026439201.1
GB50795,XM_026439204.1
GB50795,XM_026439202.1
GB50795,XM_026439205.1
GB50795,XM_026439203.1
GB50795,XM_026439197.1
GB50795,XM_026439196.1
GB50795,XM_026439199.1
GB50795,XM_026439198.1
GB50757,XR_003304213.1
GB50757,XR_003304212.1
GB50757,XR_003304211.1
GB50757,XM_006561094.3
GB50757,XM_392246.7
GB50796,XM_001122051.5
GB50756,XM_006561097.3
GB50756,XM_006561101.3
GB50800,XM_026446470.1
GB50800,XM_026446469.1
GB50800,XM_016910861.2
GB50753,XM_026438908.1
GB50753,XM_026438907.1
GB50753,XM_016910960.2
GB50801,XM_624160.5
GB50802,XM_026439058.1
GB50804,XM_006561111.3
GB50808,XM_026439154.1
GB50751,XM_026446503.1
